3	0.62095	0.10262	0.09278	0.02235	0	0	0	0	0	0	0.06678	0.19934	0.15519	0.11965	0.06119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14032	0.58186	0.97326	0.9908	0.63448	0.22803	0.22803	0.63448	0.9908	0.97326	0.58186	0.14032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06119	0.11965	0.15519	0.19934	0.06678	0	0	0	0	0	0	0.02235	0.09278	0.10262	0.62095
4	3.054	0.45783	0.37021	0	0	0	0	0	0	0.29823	0.54701	0.30831	0.45662	0.11479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18732	1.36745	1.79114	2.2155	2.62927	2.68223	2.37438	2.05595	2.05595	2.37438	2.68223	2.62927	2.2155	1.79114	1.36745	0.18732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11479	0.45662	0.30831	0.54701	0.29823	0	0	0	0	0	0	0.37021	0.45783	3.054
5	10.67355	0	0	0	0	0	0	0	0	0	0	0	0.27736	1.22623	0.83145	0.45721	0.15626	0.35036	0.63083	0.47595	0.54707	0.54785	0.44859	0.42329	0.54555	0.79451	0.34691	0.37142	0.29571	0.88763	1.98502	1.85785	2.0063	1.70134	1.60164	1.53277	1.49465	1.48728	1.51074	1.51074	1.48728	1.49465	1.53277	1.60164	1.70134	2.0063	1.85785	1.98502	0.88763	0.29571	0.37142	0.34691	0.79451	0.54555	0.42329	0.44859	0.54785	0.54707	0.47595	0.63083	0.35036	0.15626	0.45721	0.83145	1.22623	0.27736	0	0	0	0	0	0	0	0	0	0	0	10.67355
6	1.60181	0.06017	0.12351	0.05381	0.11445	0.22433	0.38753	0.72511	0.98105	1.0642	1.56109	1.53112	1.8642	1.57115	1.88726	1.77484	1.61825	1.6751	1.87549	1.67865	1.46005	1.10995	0.99437	0.98249	1.37459	0.88321	1.0535	0.95242	1.21475	1.44267	1.19043	1.3445	0.82107	1.05976	1.16091	1.33113	1.36096	1.25042	1.20894	1.20894	1.25042	1.36096	1.33113	1.16091	1.05976	0.82107	1.3445	1.19043	1.44267	1.21475	0.95242	1.0535	0.88321	1.37459	0.98249	0.99437	1.10995	1.46005	1.67865	1.87549	1.6751	1.61825	1.77484	1.88726	1.57115	1.8642	1.53112	1.56109	1.0642	0.98105	0.72511	0.38753	0.22433	0.11445	0.05381	0.12351	0.06017	1.60181
7	3.12549	0	0.17044	0.24545	0.49152	0.77546	1.06255	1.2003	1.339	1.0846	1.56863	1.97422	2.16993	2.2872	2.50431	2.6229	2.81934	3.06402	3.05719	2.36975	2.27344	1.72721	1.39062	1.36038	1.04799	1.05313	1.50427	1.64007	1.38858	1.77215	1.59372	1.58517	2.31556	1.94995	1.99541	2.13833	2.09263	1.85831	1.72145	1.72145	1.85831	2.09263	2.13833	1.99541	1.94995	2.31556	1.58517	1.59372	1.77215	1.38858	1.64007	1.50427	1.05313	1.04799	1.36038	1.39062	1.72721	2.27344	2.36975	3.05719	3.06402	2.81934	2.6229	2.50431	2.2872	2.16993	1.97422	1.56863	1.0846	1.339	1.2003	1.06255	0.77546	0.49152	0.24545	0.17044	0	3.12549
8	1.38092	0.96217	1.09173	1.11379	1.16771	1.23936	1.34513	1.61737	1.81652	1.90805	2.22722	2.3809	3.08117	3.27738	3.51194	4.03885	4.34135	4.55161	4.71888	4.67596	4.1742	3.84471	2.95913	2.73468	2.58075	2.23481	2.08518	1.85897	2.22909	2.38957	2.80171	2.35822	2.48061	2.28174	2.18579	2.09092	2.06606	2.11122	2.15744	2.15744	2.11122	2.06606	2.09092	2.18579	2.28174	2.48061	2.35822	2.80171	2.38957	2.22909	1.85897	2.08518	2.23481	2.58075	2.73468	2.95913	3.84471	4.1742	4.67596	4.71888	4.55161	4.34135	4.03885	3.51194	3.27738	3.08117	2.3809	2.22722	1.90805	1.81652	1.61737	1.34513	1.23936	1.16771	1.11379	1.09173	0.96217	1.38092
9	4.28531	1.10198	1.32833	1.1741	1.2442	1.37095	1.57061	1.97855	2.01065	2.4685	2.96999	3.52506	4.31583	4.58413	4.70236	5.65231	5.63694	5.86045	6.25069	5.70943	5.66949	5.21583	4.57198	4.512	4.13547	3.17872	3.43559	3.26374	2.96051	3.02088	2.97674	2.48618	3.03768	2.81778	2.88183	3.04549	3.018	2.79936	2.68035	2.68035	2.79936	3.018	3.04549	2.88183	2.81778	3.03768	2.48618	2.97674	3.02088	2.96051	3.26374	3.43559	3.17872	4.13547	4.512	4.57198	5.21583	5.66949	5.70943	6.25069	5.86045	5.63694	5.65231	4.70236	4.58413	4.31583	3.52506	2.96999	2.4685	2.01065	1.97855	1.57061	1.37095	1.2442	1.1741	1.32833	1.10198	4.28531
10	3.58492	1.42508	1.69819	1.66731	1.79115	1.95731	2.18528	2.52171	2.89106	3.09365	3.81692	4.29918	5.15071	5.52638	6.1724	7.13209	7.51782	7.71547	8.09753	7.77998	7.16323	6.93835	5.96653	5.17314	4.75352	3.87067	3.67054	4.34736	4.43466	4.5696	4.40098	4.69979	4.33084	4.23847	4.12445	4.01288	4.00133	4.08981	4.18073	4.18073	4.08981	4.00133	4.01288	4.12445	4.23847	4.33084	4.69979	4.40098	4.5696	4.43466	4.34736	3.67054	3.87067	4.75352	5.17314	5.96653	6.93835	7.16323	7.77998	8.09753	7.71547	7.51782	7.13209	6.1724	5.52638	5.15071	4.29918	3.81692	3.09365	2.89106	2.52171	2.18528	1.95731	1.79115	1.66731	1.69819	1.42508	3.58492
11	4.80806	1.74621	2.055	1.94846	2.05793	2.22727	2.48296	2.94991	3.03267	3.76145	4.56674	5.37194	6.32828	6.79532	7.81445	8.76176	9.31691	9.46583	10.00106	9.41221	8.65607	7.76252	6.84052	6.0048	5.14768	4.70642	5.06235	4.93019	5.15917	5.38888	6.20412	5.43091	5.90729	5.51596	5.45483	5.47766	5.42874	5.30808	5.27138	5.27138	5.30808	5.42874	5.47766	5.45483	5.51596	5.90729	5.43091	6.20412	5.38888	5.15917	4.93019	5.06235	4.70642	5.14768	6.0048	6.84052	7.76252	8.65607	9.41221	10.00106	9.46583	9.31691	8.76176	7.81445	6.79532	6.32828	5.37194	4.56674	3.76145	3.03267	2.94991	2.48296	2.22727	2.05793	1.94846	2.055	1.74621	4.80806
12	5.76332	1.85336	2.28717	2.23313	2.47069	2.78895	3.21113	3.97858	4.40654	4.96925	5.77357	6.34228	7.28803	8.30971	9.02291	9.62228	9.77666	10.32025	10.35882	10.2022	9.67847	8.50548	7.94096	7.22144	6.95126	6.85307	6.52635	6.69408	6.4443	6.55244	6.79082	5.80768	6.19434	5.71851	5.68912	5.85615	5.79667	5.51068	5.42111	5.42111	5.51068	5.79667	5.85615	5.68912	5.71851	6.19434	5.80768	6.79082	6.55244	6.4443	6.69408	6.52635	6.85307	6.95126	7.22144	7.94096	8.50548	9.67847	10.2022	10.35882	10.32025	9.77666	9.62228	9.02291	8.30971	7.28803	6.34228	5.77357	4.96925	4.40654	3.97858	3.21113	2.78895	2.47069	2.23313	2.28717	1.85336	5.76332
13	5.23571	2.51391	2.97735	3.00874	3.23756	3.52461	3.90407	4.46705	4.98756	5.71053	6.81228	7.57139	8.71762	9.54199	10.07505	11.14254	11.41957	11.64446	11.55167	11.46027	10.56672	9.6204	8.39602	7.67533	7.39685	7.08152	6.8145	7.04341	7.11278	7.58987	8.24887	7.96234	8.1374	7.6356	7.51231	7.50189	7.43916	7.32413	7.32197	7.32197	7.32413	7.43916	7.50189	7.51231	7.6356	8.1374	7.96234	8.24887	7.58987	7.11278	7.04341	6.8145	7.08152	7.39685	7.67533	8.39602	9.6204	10.56672	11.46027	11.55167	11.64446	11.41957	11.14254	10.07505	9.54199	8.71762	7.57139	6.81228	5.71053	4.98756	4.46705	3.90407	3.52461	3.23756	3.00874	2.97735	2.51391	5.23571
14	6.69055	2.92838	3.41657	3.33501	3.51465	3.76748	4.13691	4.61372	5.35929	6.14865	7.32975	8.39229	9.51248	10.52231	11.63467	12.0645	12.58091	12.36061	12.46971	11.66135	11.34995	10.41047	9.63735	9.15699	8.79644	8.13563	8.09992	7.84951	7.94879	7.9593	7.80911	8.0547	8.57793	8.42441	8.53531	8.71965	8.70046	8.47774	8.32846	8.32846	8.47774	8.70046	8.71965	8.53531	8.42441	8.57793	8.0547	7.80911	7.9593	7.94879	7.84951	8.09992	8.13563	8.79644	9.15699	9.63735	10.41047	11.34995	11.66135	12.46971	12.36061	12.58091	12.0645	11.63467	10.52231	9.51248	8.39229	7.32975	6.14865	5.35929	4.61372	4.13691	3.76748	3.51465	3.33501	3.41657	2.92838	6.69055
15	8.23785	3.14175	3.74954	3.6544	3.92261	4.28791	4.79309	5.55081	6.48802	7.24036	8.35879	9.31249	10.42263	11.37166	11.97268	12.50745	12.56895	12.58182	12.27373	12.20198	11.55408	11.30074	10.74067	10.3452	9.79387	9.46427	9.05953	9.09023	8.81804	8.86696	8.95937	9.45733	9.27268	9.49917	9.6789	9.92591	9.95422	9.76383	9.64072	9.64072	9.76383	9.95422	9.92591	9.6789	9.49917	9.27268	9.45733	8.95937	8.86696	8.81804	9.09023	9.05953	9.46427	9.79387	10.3452	10.74067	11.30074	11.55408	12.20198	12.27373	12.58182	12.56895	12.50745	11.97268	11.37166	10.42263	9.31249	8.35879	7.24036	6.48802	5.55081	4.79309	4.28791	3.92261	3.6544	3.74954	3.14175	8.23785
16	9.03401	3.33141	4.02881	3.95316	4.28241	4.71067	5.27858	6.23614	6.94202	7.63212	8.91979	9.99112	11.06994	11.71745	12.8122	12.90996	13.20854	13.29133	13.35322	13.24312	12.61207	12.24373	11.97297	11.26304	10.84205	10.4812	10.25055	9.89268	9.80452	9.20229	10.10686	9.91355	9.9881	10.17332	10.46827	10.94052	10.96367	10.53773	10.28908	10.28908	10.53773	10.96367	10.94052	10.46827	10.17332	9.9881	9.91355	10.10686	9.20229	9.80452	9.89268	10.25055	10.4812	10.84205	11.26304	11.97297	12.24373	12.61207	13.24312	13.35322	13.29133	13.20854	12.90996	12.8122	11.71745	11.06994	9.99112	8.91979	7.63212	6.94202	6.23614	5.27858	4.71067	4.28241	3.95316	4.02881	3.33141	9.03401
17	9.3425	3.05734	3.9239	3.99745	4.52772	5.1497	5.88399	6.73892	7.43582	8.69678	9.54822	10.73319	11.81426	12.5915	13.25034	13.57565	13.9102	13.66374	14.11655	13.55813	13.40236	12.82386	12.66524	11.84419	12.09374	11.51351	11.13368	11.33798	11.41807	11.41133	11.50371	11.84025	12.38978	12.17781	12.27068	12.43859	12.4121	12.19119	12.04533	12.04533	12.19119	12.4121	12.43859	12.27068	12.17781	12.38978	11.84025	11.50371	11.41133	11.41807	11.33798	11.13368	11.51351	12.09374	11.84419	12.66524	12.82386	13.40236	13.55813	14.11655	13.66374	13.9102	13.57565	13.25034	12.5915	11.81426	10.73319	9.54822	8.69678	7.43582	6.73892	5.88399	5.1497	4.52772	3.99745	3.9239	3.05734	9.3425
18	10.03384	3.32494	4.31652	4.4498	5.05798	5.73988	6.50985	7.33679	7.83407	8.86862	9.90199	10.88216	12.16775	12.555	13.89276	13.72004	14.25059	14.71293	14.68396	14.32719	13.4197	13.06907	12.6929	12.54545	12.37032	12.14945	13.16293	12.50408	12.97706	13.09624	12.95697	13.54676	12.79876	12.72919	12.74916	12.95135	12.94266	12.72307	12.68571	12.68571	12.72307	12.94266	12.95135	12.74916	12.72919	12.79876	13.54676	12.95697	13.09624	12.97706	12.50408	13.16293	12.14945	12.37032	12.54545	12.6929	13.06907	13.4197	14.32719	14.68396	14.71293	14.25059	13.72004	13.89276	12.555	12.16775	10.88216	9.90199	8.86862	7.83407	7.33679	6.50985	5.73988	5.05798	4.4498	4.31652	3.32494	10.03384
19	9.86393	3.82417	4.78542	4.90682	5.44829	6.05877	6.76645	7.6003	8.34845	9.35773	10.16322	11.48707	12.39398	13.09043	13.76738	14.26348	14.3168	14.48332	15.03156	14.80638	14.46427	14.22987	13.92766	13.99229	13.57151	13.37624	13.54679	13.2019	13.44593	13.9637	14.59679	13.77071	13.86905	13.77645	13.86781	14.11974	14.10816	13.83308	13.71858	13.71858	13.83308	14.10816	14.11974	13.86781	13.77645	13.86905	13.77071	14.59679	13.9637	13.44593	13.2019	13.54679	13.37624	13.57151	13.99229	13.92766	14.22987	14.46427	14.80638	15.03156	14.48332	14.3168	14.26348	13.76738	13.09043	12.39398	11.48707	10.16322	9.35773	8.34845	7.6003	6.76645	6.05877	5.44829	4.90682	4.78542	3.82417	9.86393
20	11.88235	3.09438	4.25175	4.39281	5.17713	6.07197	7.07897	8.21727	9.18742	9.96567	10.89026	11.73993	12.42869	13.34164	13.82358	14.38063	14.67324	15.04198	15.41543	15.72833	15.27054	14.91835	14.51224	14.69284	14.41665	14.74561	14.41432	14.24747	14.75886	15.02997	14.71088	14.74853	14.61434	14.30758	14.37494	14.71425	14.67591	14.2599	14.11585	14.11585	14.2599	14.67591	14.71425	14.37494	14.30758	14.61434	14.74853	14.71088	15.02997	14.75886	14.24747	14.41432	14.74561	14.41665	14.69284	14.51224	14.91835	15.27054	15.72833	15.41543	15.04198	14.67324	14.38063	13.82358	13.34164	12.42869	11.73993	10.89026	9.96567	9.18742	8.21727	7.07897	6.07197	5.17713	4.39281	4.25175	3.09438	11.88235
21	10.48819	4.74528	5.60914	5.57461	5.9231	6.35333	6.92429	7.89112	8.72129	9.66416	10.85963	11.91709	13.2199	13.82645	14.82024	15.07769	15.26945	15.53352	15.6407	15.66792	15.48559	15.32832	15.17499	15.59914	15.47772	15.59086	15.4834	15.32813	15.81487	15.92469	15.78426	15.35556	15.43225	15.21013	15.28462	15.57091	15.54314	15.20133	15.0713	15.0713	15.20133	15.54314	15.57091	15.28462	15.21013	15.43225	15.35556	15.78426	15.92469	15.81487	15.32813	15.4834	15.59086	15.47772	15.59914	15.17499	15.32832	15.48559	15.66792	15.6407	15.53352	15.26945	15.07769	14.82024	13.82645	13.2199	11.91709	10.85963	9.66416	8.72129	7.89112	6.92429	6.35333	5.9231	5.57461	5.60914	4.74528	10.48819
22	10.63957	4.29022	5.29776	5.40083	5.94464	6.56759	7.30702	8.1534	9.09446	10.24557	11.47224	12.25029	13.26693	14.10716	14.48915	15.11254	15.65702	15.68155	16.23502	16.16942	16.3854	15.80912	15.79175	15.58136	15.57889	15.77603	15.57206	15.67998	16.15437	16.37935	16.52693	17.01877	17.32877	17.15237	17.3305	17.69624	17.67419	17.26435	17.04211	17.04211	17.26435	17.67419	17.69624	17.3305	17.15237	17.32877	17.01877	16.52693	16.37935	16.15437	15.67998	15.57206	15.77603	15.57889	15.58136	15.79175	15.80912	16.3854	16.16942	16.23502	15.68155	15.65702	15.11254	14.48915	14.10716	13.26693	12.25029	11.47224	10.24557	9.09446	8.1534	7.30702	6.56759	5.94464	5.40083	5.29776	4.29022	10.63957
23	10.24325	4.5661	5.52845	5.61903	6.0917	6.6304	7.28047	8.01111	9.11883	9.93323	10.86299	12.17344	13.34149	14.26491	15.02198	15.46908	15.89523	16.47454	16.54423	16.57348	16.5585	16.16465	16.1081	16.52743	16.4174	16.66198	16.67053	17.25395	17.3211	17.69085	17.69508	17.80479	17.43179	17.35751	17.43815	17.72109	17.71181	17.41029	17.31109	17.31109	17.41029	17.71181	17.72109	17.43815	17.35751	17.43179	17.80479	17.69508	17.69085	17.3211	17.25395	16.67053	16.66198	16.4174	16.52743	16.1081	16.16465	16.5585	16.57348	16.54423	16.47454	15.89523	15.46908	15.02198	14.26491	13.34149	12.17344	10.86299	9.93323	9.11883	8.01111	7.28047	6.6304	6.0917	5.61903	5.52845	4.5661	10.24325
24	11.69324	3.94324	5.03451	5.11844	5.74319	6.45382	7.2731	8.19813	8.88361	10.04678	11.1561	12.12834	13.42266	14.49858	14.79718	15.49785	16.13587	16.22861	16.69385	16.60497	16.81037	16.82333	16.92878	16.89937	16.8962	17.56439	17.13361	17.66007	17.83197	17.86167	18.28385	18.33332	19.1747	18.98852	19.18487	19.50689	19.48362	19.11505	18.87215	18.87215	19.11505	19.48362	19.50689	19.18487	18.98852	19.1747	18.33332	18.28385	17.86167	17.83197	17.66007	17.13361	17.56439	16.8962	16.89937	16.92878	16.82333	16.81037	16.60497	16.69385	16.22861	16.13587	15.49785	14.79718	14.49858	13.42266	12.12834	11.1561	10.04678	8.88361	8.19813	7.2731	6.45382	5.74319	5.11844	5.03451	3.94324	11.69324
25	10.70003	4.3499	5.32453	5.38664	5.88675	6.46884	7.17439	7.88582	9.10742	10.28331	10.92209	12.31289	13.4134	14.60353	15.22579	15.99249	16.33011	16.34991	16.98253	17.03399	17.38077	17.07551	16.80132	16.95369	17.53733	17.59873	17.69618	17.99592	18.05322	18.26876	19.50997	19.29062	20.16458	19.99943	20.17814	20.45033	20.42968	20.11621	19.89621	19.89621	20.11621	20.42968	20.45033	20.17814	19.99943	20.16458	19.29062	19.50997	18.26876	18.05322	17.99592	17.69618	17.59873	17.53733	16.95369	16.80132	17.07551	17.38077	17.03399	16.98253	16.34991	16.33011	15.99249	15.22579	14.60353	13.4134	12.31289	10.92209	10.28331	9.10742	7.88582	7.17439	6.46884	5.88675	5.38664	5.32453	4.3499	10.70003
26	12.29257	3.81065	4.83499	4.79805	5.36443	6.05073	6.88643	7.96986	8.82617	10.04875	11.00669	12.26753	13.09527	13.83251	14.82176	15.16538	15.85902	16.74524	17.09123	17.52257	17.55243	17.57329	17.73643	17.88266	18.09261	18.08345	18.53044	18.78955	19.16297	19.86976	19.70338	19.80225	20.35358	20.38306	20.64564	21.04743	21.05112	20.6567	20.40149	20.40149	20.6567	21.05112	21.04743	20.64564	20.38306	20.35358	19.80225	19.70338	19.86976	19.16297	18.78955	18.53044	18.08345	18.09261	17.88266	17.73643	17.57329	17.55243	17.52257	17.09123	16.74524	15.85902	15.16538	14.82176	13.83251	13.09527	12.26753	11.00669	10.04875	8.82617	7.96986	6.88643	6.05073	5.36443	4.79805	4.83499	3.81065	12.29257
27	10.71923	3.85272	4.88979	5.0099	5.60993	6.28635	7.06302	7.67745	8.96023	9.76849	10.60464	12.0692	12.9762	14.11165	14.70296	15.35887	15.97505	16.67867	16.86961	17.30826	17.47956	17.00214	17.64936	18.19127	18.29903	18.67586	18.42424	19.25978	19.36551	20.30549	20.50298	21.00404	21.04295	21.34813	21.59826	21.89791	21.93605	21.7127	21.53887	21.53887	21.7127	21.93605	21.89791	21.59826	21.34813	21.04295	21.00404	20.50298	20.30549	19.36551	19.25978	18.42424	18.67586	18.29903	18.19127	17.64936	17.00214	17.47956	17.30826	16.86961	16.67867	15.97505	15.35887	14.70296	14.11165	12.9762	12.0692	10.60464	9.76849	8.96023	7.67745	7.06302	6.28635	5.60993	5.0099	4.88979	3.85272	10.71923
28	10.65568	3.84363	4.78581	4.81967	5.33789	5.95569	6.70755	7.48199	8.83592	9.72647	10.67018	11.64813	12.75128	13.64211	14.61765	15.46364	16.13212	16.47224	17.25731	17.75144	17.66438	17.91574	17.53466	17.54814	18.08177	18.57624	18.82908	19.02632	19.77116	19.86239	20.91734	21.33754	21.7302	22.0068	22.3535	22.78725	22.82182	22.45722	22.17968	22.17968	22.45722	22.82182	22.78725	22.3535	22.0068	21.7302	21.33754	20.91734	19.86239	19.77116	19.02632	18.82908	18.57624	18.08177	17.54814	17.53466	17.91574	17.66438	17.75144	17.25731	16.47224	16.13212	15.46364	14.61765	13.64211	12.75128	11.64813	10.67018	9.72647	8.83592	7.48199	6.70755	5.95569	5.33789	4.81967	4.78581	3.84363	10.65568
29	9.40914	4.32953	5.17454	5.22064	5.60932	6.06684	6.64237	7.40623	8.30947	9.35046	10.40881	11.3897	12.29891	13.29008	14.47392	15.19946	15.61078	16.24855	16.99518	17.57462	17.77732	18.08334	17.97496	17.91043	18.24589	18.14771	18.85964	18.86882	19.66928	20.11683	21.0541	22.13315	21.89946	22.18188	22.30882	22.39271	22.42802	22.41473	22.3584	22.3584	22.41473	22.42802	22.39271	22.30882	22.18188	21.89946	22.13315	21.0541	20.11683	19.66928	18.86882	18.85964	18.14771	18.24589	17.91043	17.97496	18.08334	17.77732	17.57462	16.99518	16.24855	15.61078	15.19946	14.47392	13.29008	12.29891	11.3897	10.40881	9.35046	8.30947	7.40623	6.64237	6.06684	5.60932	5.22064	5.17454	4.32953	9.40914
30	10.22582	3.82966	4.69978	4.69282	5.13189	5.66133	6.31901	7.28644	7.91104	9.00149	10.01705	10.99333	12.13573	13.05661	13.72717	14.59857	15.39724	15.59558	16.64271	17.13032	17.21905	17.46784	17.98239	18.04623	18.37247	18.41843	18.88418	19.17314	19.58172	19.89106	20.99058	21.44518	21.82313	22.18351	22.5634	23.01932	23.06437	22.69854	22.40874	22.40874	22.69854	23.06437	23.01932	22.5634	22.18351	21.82313	21.44518	20.99058	19.89106	19.58172	19.17314	18.88418	18.41843	18.37247	18.04623	17.98239	17.46784	17.21905	17.13032	16.64271	15.59558	15.39724	14.59857	13.72717	13.05661	12.13573	10.99333	10.01705	9.00149	7.91104	7.28644	6.31901	5.66133	5.13189	4.69282	4.69978	3.82966	10.22582
31	8.91044	3.69425	4.47492	4.50596	4.90992	5.40417	6.03127	7.0694	7.74857	8.69707	9.62882	11.08526	11.91262	12.6483	13.7454	14.47421	15.19379	15.66289	16.33792	16.97244	16.9108	17.26569	17.62593	18.06564	17.99976	18.55054	19.0085	18.85164	19.7468	20.0247	21.12462	21.9502	22.2343	22.96918	23.38009	23.6915	23.78336	23.65567	23.42848	23.42848	23.65567	23.78336	23.6915	23.38009	22.96918	22.2343	21.9502	21.12462	20.0247	19.7468	18.85164	19.0085	18.55054	17.99976	18.06564	17.62593	17.26569	16.9108	16.97244	16.33792	15.66289	15.19379	14.47421	13.7454	12.6483	11.91262	11.08526	9.62882	8.69707	7.74857	7.0694	6.03127	5.40417	4.90992	4.50596	4.47492	3.69425	8.91044
