7	-1	-1	-1	-1	-1	-1	-1	1372.576	1345.057	-1	-1	-1	-1	-1	-1	-1	1575.606	1500.465	1480.572	1482.573	1503.352	1527.185	1559.325	1592.203	1634.187	1633.175	1663.628	1652.461	1675.62	1668.586	1661.91	1634.584	1655.729	1648.8	1649.696	1652.926	1652.037	1647.023	1644.403	1644.403	1647.023	1652.037	1652.926	1649.696	1648.8	1655.729	1634.584	1661.91	1668.586	1675.62	1652.461	1663.628	1633.175	1634.187	1592.203	1559.325	1527.185	1503.352	1482.573	1480.572	1500.465	1575.606	-1	-1	-1	-1	-1	-1	-1	1345.057	1372.576	-1	-1	-1	-1
8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1503.712	1502.071	1483.882	1512.212	1520.581	1559.144	1578.667	1619.03	1631.257	1653.074	1664.638	1680.186	1665.575	1709.795	1688.407	1684.195	1672.676	1736.556	1727.812	1737.692	1749.107	1748.01	1734.225	1721.923	1721.923	1734.225	1748.01	1749.107	1737.692	1727.812	1736.556	1672.676	1684.195	1688.407	1709.795	1665.575	1680.186	1664.638	1653.074	1631.257	1619.03	1578.667	1559.144	1520.581	1512.212	1483.882	1502.071	1503.712	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1556.222	1509.375	1502.432	1506.894	1502.654	1518.271	1538.901	1568.923	1588.631	1620.596	1660.542	1689.594	1719.505	1736.095	1747.795	1787.268	1780.55	1767.237	1753.582	1806.368	1789.047	1798.729	1818.899	1816.548	1791.689	1777.765	1777.765	1791.689	1816.548	1818.899	1798.729	1789.047	1806.368	1753.582	1767.237	1780.55	1787.268	1747.795	1736.095	1719.505	1689.594	1660.542	1620.596	1588.631	1568.923	1538.901	1518.271	1502.654	1506.894	1502.432	1509.375	1556.222	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1465.846	1413.457	1451.604	1406.539	1444.786	1470.164	1512.192	1532.158	1553.709	1585.701	1600.806	1628.945	1667.858	1718.975	1757.531	1792.417	1827.291	1892.654	1914.356	1949.21	1876.476	1947.465	1743.829	1788.526	1809.008	1874.365	1880.451	1826.954	1817.745	1817.745	1826.954	1880.451	1874.365	1809.008	1788.526	1743.829	1947.465	1876.476	1949.21	1914.356	1892.654	1827.291	1792.417	1757.531	1718.975	1667.858	1628.945	1600.806	1585.701	1553.709	1532.158	1512.192	1470.164	1444.786	1406.539	1451.604	1413.457	1465.846	-1	-1	-1	-1	-1	-1	-1
11	-1	-1	-1	-1	-1	-1	-1	-1	-1	1309.965	1401.25	1359.671	1361.21	1419.828	1445.511	1494.486	1525.48	1556.584	1568.742	1607.979	1644.028	1686.915	1740.477	1812.168	1923.784	2055.577	-1	-1	-1	1993.816	1676.894	1968.12	1847.096	1835.613	1869.613	1958.211	1955.816	1864.916	1829.367	1829.367	1864.916	1955.816	1958.211	1869.613	1835.613	1847.096	1968.12	1676.894	1993.816	-1	-1	-1	2055.577	1923.784	1812.168	1740.477	1686.915	1644.028	1607.979	1568.742	1556.584	1525.48	1494.486	1445.511	1419.828	1361.21	1359.671	1401.25	1309.965	-1	-1	-1	-1	-1	-1
12	-1	-1	-1	-1	-1	-1	-1	-1	1343.006	1295.492	1378.586	1355.477	1383.535	1409.112	1455.134	1485.668	1537.435	1581.988	1594.554	1646.521	1667.719	1762.683	1839.181	-1	-1	-1	-1	-1	-1	-1	1731	-1	1901.029	1954.382	1978.363	-1	-1	1996.737	1985.994	1985.994	1996.737	-1	-1	1978.363	1954.382	1901.029	-1	1731	-1	-1	-1	-1	-1	-1	-1	1839.181	1762.683	1667.719	1646.521	1594.554	1581.988	1537.435	1485.668	1455.134	1409.112	1383.535	1355.477	1378.586	1295.492	1343.006	-1	-1	-1	-1	-1
13	-1	-1	-1	-1	-1	-1	-1	-1	-1	950.633	1141.351	1319.675	1384.878	1423.531	1465.468	1517.433	1560.768	1599.441	1631.472	1694.849	1757.747	1911.697	-1	-1	-1	-1	-1	-1	1793.86	1805.036	1626.717	1633.257	1857.466	1874.167	1950.256	-1	-1	1949.767	1881.6	1881.6	1949.767	-1	-1	1950.256	1874.167	1857.466	1633.257	1626.717	1805.036	1793.86	-1	-1	-1	-1	-1	-1	1911.697	1757.747	1694.849	1631.472	1599.441	1560.768	1517.433	1465.468	1423.531	1384.878	1319.675	1141.351	950.633	-1	-1	-1	-1	-1	-1
14	-1	-1	-1	-1	-1	-1	-1	-1	890.387	1155.752	1242.34	1390.248	1403.576	1457.231	1499.046	1542.319	1582.186	1613.085	1625.362	1671.021	1755.443	-1	-1	-1	-1	-1	-1	-1	-1	-1	1849.891	1861.661	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1861.661	1849.891	-1	-1	-1	-1	-1	-1	-1	-1	-1	1755.443	1671.021	1625.362	1613.085	1582.186	1542.319	1499.046	1457.231	1403.576	1390.248	1242.34	1155.752	890.387	-1	-1	-1	-1	-1
15	1494.288	-1	-1	-1	-1	-1	1434.736	1011.057	1204.759	1209.122	1300.966	1350.98	1431.971	1492.377	1514.295	1567.839	1623.916	1653.946	1691.688	1792.51	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1799.957	1713.944	1871.348	1794.515	1807.818	1849.531	1839.022	1776.115	1742.323	1742.323	1776.115	1839.022	1849.531	1807.818	1794.515	1871.348	1713.944	1799.957	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1792.51	1691.688	1653.946	1623.916	1567.839	1514.295	1492.377	1431.971	1350.98	1300.966	1209.122	1204.759	1011.057	1434.736	-1	-1	-1
16	-1	-1	-1	-1	-1	-1	1326.792	1191.063	1150.315	1215.888	1256.116	1341.988	1402.6	1474.342	1525.817	1599.397	1648.952	1684.358	1716.267	1861.926	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1451.878	1727.209	1755.512	1777.736	1833.558	1910.292	1910.966	1838.236	1789.332	1789.332	1838.236	1910.966	1910.292	1833.558	1777.736	1755.512	1727.209	1451.878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1861.926	1716.267	1684.358	1648.952	1599.397	1525.817	1474.342	1402.6	1341.988	1256.116	1215.888	1150.315	1191.063	1326.792	-1	-1	-1
17	-1	-1	-1	-1	-1	-1	1446.255	1294.695	1165.942	1232.913	1289.365	1399.914	1426.749	1482.481	1545.716	1586.024	1691.738	1765.111	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1765.111	1691.738	1586.024	1545.716	1482.481	1426.749	1399.914	1289.365	1232.913	1165.942	1294.695	1446.255	-1	-1	-1
18	-1	-1	-1	-1	1360.033	854.446	1151.511	1089.599	1144.601	1240.143	1296.187	1427.77	1464.477	1574.555	1580.226	1662.491	1724.448	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1724.448	1662.491	1580.226	1574.555	1464.477	1427.77	1296.187	1240.143	1144.601	1089.599	1151.511	854.446	1360.033	-1
19	-1	-1	-1	-1	-1	1463.474	1320.006	1317.436	1223.714	1251.505	1283.75	1338.3	1436.952	1548.807	1597.985	1764.806	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1185.723	1805.233	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1805.233	1185.723	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1764.806	1597.985	1548.807	1436.952	1338.3	1283.75	1251.505	1223.714	1317.436	1320.006	1463.474	-1	-1
20	-1	-1	-1	-1	-1	1451.53	1413.462	1303.91	1380.707	1343.665	1340.821	1435.558	1506.438	1658.126	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1491.658	-1	-1	-1	1728.167	1765.367	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1765.367	1728.167	-1	-1	-1	1491.658	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1658.126	1506.438	1435.558	1340.821	1343.665	1380.707	1303.91	1413.462	1451.53	-1	-1
21	-1	-1	-1	-1	-1	1402.705	1354.497	1266.944	1330.8	1353.714	1364.87	1534.308	1568.706	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1568.706	1534.308	1364.87	1353.714	1330.8	1266.944	1354.497	1402.705	-1	-1
22	-1	-1	-1	-1	-1	1328.85	1128.319	1058.626	1137.815	1293.02	1326.376	1479.682	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1635.39	-1	1454.37	1632.534	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1632.534	1454.37	-1	1635.39	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1479.682	1326.376	1293.02	1137.815	1058.626	1128.319	1328.85	-1	-1
23	-1	-1	-1	-1	1378.142	1201.782	1141.584	1148.026	1306.213	1461.695	1549.919	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1597.354	1758.81	1468.978	-1	1350.005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1350.005	-1	1468.978	1758.81	1597.354	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1549.919	1461.695	1306.213	1148.026	1141.584	1201.782	1378.142	-1
24	-1	-1	-1	-1	-1	-1	1393.778	1214.643	1271.146	1310.225	1342.157	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1598.321	1664.75	1612.862	1388.073	1601.332	1606.622	1726.345	1773.344	1799.433	1812.527	-1	-1	-1	-1	1812.527	1799.433	1773.344	1726.345	1606.622	1601.332	1388.073	1612.862	1664.75	1598.321	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1342.157	1310.225	1271.146	1214.643	1393.778	-1	-1	-1
25	-1	-1	-1	-1	-1	-1	1391.767	1370.149	1489.761	1404.843	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1489.324	1404.912	1580.103	1522.707	1695.258	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1695.258	1522.707	1580.103	1404.912	1489.324	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1404.843	1489.761	1370.149	1391.767	-1	-1	-1
