lateral	-38.5	-37.5	-36.5	-35.5	-34.5	-33.5	-32.5	-31.5	-30.5	-29.5	-28.5	-27.5	-26.5	-25.5	-24.5	-23.5	-22.5	-21.5	-20.5	-19.5	-18.5	-17.5	-16.5	-15.5	-14.5	-13.5	-12.5	-11.5	-10.5	-9.5	-8.5	-7.5	-6.5	-5.5	-4.5	-3.5	-2.5	-1.5	-0.5	0.5	1.5	2.5	3.5	4.5	5.5	6.5	7.5	8.5	9.5	10.5	11.5	12.5	13.5	14.5	15.5	16.5	17.5	18.5	19.5	20.5	21.5	22.5	23.5	24.5	25.5	26.5	27.5	28.5	29.5	30.5	31.5	32.5	33.5	34.5	35.5
DFB	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm	mm
mm																																																																											
22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1500.726	1559.974	1605.75	1651.447	1696.988	1734.158	1781.349	1830.358	1845.612	1943.163	2127.838	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2127.838	1943.163	1845.612	1830.358	1781.349	1734.158	1696.988	1651.447	1605.75	1559.974	1500.726	-1	-1	-1	-1	-1	-1	-1
23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1498.972	1554.148	1599.194	1642.293	1683.192	1730.472	1756.738	1815.898	1813.438	1807.337	1697.872	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1697.872	1807.337	1813.438	1815.898	1756.738	1730.472	1683.192	1642.293	1599.194	1554.148	1498.972	-1	-1	-1	-1	-1	-1	-1
24	-1	-1	-1	-1	-1	-1	-1	-1	-1	1439.595	1482.54	1539.653	1566.873	1595.225	1637.561	1692.137	1728.287	1753.051	1747.807	1742.921	1731.188	2515.389	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2515.389	1731.188	1742.921	1747.807	1753.051	1728.287	1692.137	1637.561	1595.225	1566.873	1539.653	1482.54	1439.595	-1	-1	-1	-1	-1	-1
25	-1	-1	-1	-1	-1	-1	-1	-1	1411.259	1450.736	1498.709	1537.039	1559.446	1580.991	1608.825	1631.515	1646.287	1619.322	1574.993	1506.188	1587.1	2148.254	1721.151	2475.381	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2475.381	1721.151	2148.254	1587.1	1506.188	1574.993	1619.322	1646.287	1631.515	1608.825	1580.991	1559.446	1537.039	1498.709	1450.736	1411.259	-1	-1	-1	-1	-1
26	-1	1198.355	1241.982	1274.764	1302.162	1325.681	1354.765	1375.24	1398.988	1443.152	1478.725	1513.333	1519.987	1525.492	1545.244	1549.198	1525.128	1501.13	1349.128	1344.688	1246.026	1722.865	2122.661	2317.856	2632.599	-1	-1	-1	-1	-1	-1	-1	1177.067	-1	-1	1177.014	1177.012	-1	-1	-1	-1	1177.012	1177.014	-1	-1	1177.067	-1	-1	-1	-1	-1	-1	-1	2632.599	2317.856	2122.661	1722.865	1246.026	1344.688	1349.128	1501.13	1525.128	1549.198	1545.244	1525.492	1519.987	1513.333	1478.725	1443.152	1398.988	1375.24	1354.765	1325.681	1302.162	1274.764
27	1399.361	-1	-1	1231.615	1282.228	1324.685	1362.914	1402.393	1416.605	1445.38	1474.387	1495.25	1500.92	1484.15	1479.006	1449.546	1399.637	1425.372	1475.569	1404.189	1378.144	1418.069	1533.038	1930.584	2008.242	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2008.242	1930.584	1533.038	1418.069	1378.144	1404.189	1475.569	1425.372	1399.637	1449.546	1479.006	1484.15	1500.92	1495.25	1474.387	1445.38	1416.605	1402.393	1362.914	1324.685	1282.228	1231.615
28	1395.32	1234.37	1267.962	1287.201	1307.8	1329.105	1359.708	1364.856	1379.117	1398.013	1456.778	1472.647	1449.321	1441.991	1397.793	1462.783	1432.032	1426.176	1391.249	1338.532	1380.351	1526.941	1654.652	1709.974	1974.086	2794.628	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2794.628	1974.086	1709.974	1654.652	1526.941	1380.351	1338.532	1391.249	1426.176	1432.032	1462.783	1397.793	1441.991	1449.321	1472.647	1456.778	1398.013	1379.117	1364.856	1359.708	1329.105	1307.8	1287.201
29	1436.316	1248.347	1275.148	1293.117	1310.261	1327.976	1341.781	1358.905	1339.47	1359.253	1397.892	1424.701	1389.314	1364.111	1352.748	1329.937	1370.832	1314.297	1382.552	1365.556	1375.203	1502.886	1581.632	1881.414	1989.712	2371.613	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2371.613	1989.712	1881.414	1581.632	1502.886	1375.203	1365.556	1382.552	1314.297	1370.832	1329.937	1352.748	1364.111	1389.314	1424.701	1397.892	1359.253	1339.47	1358.905	1341.781	1327.976	1310.261	1293.117
30	1231.121	1344.987	1359	1368.577	1358.011	1347.361	1339.687	1347.89	1360.099	1365.612	1412.114	1440.217	1439.034	1357.662	1373.206	1380.754	1303.627	1341.107	1280.074	1370.755	1453.807	1445.851	1545.176	1771.202	1856.378	2293.264	2796.623	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2796.623	2293.264	1856.378	1771.202	1545.176	1445.851	1453.807	1370.755	1280.074	1341.107	1303.627	1380.754	1373.206	1357.662	1439.034	1440.217	1412.114	1365.612	1360.099	1347.89	1339.687	1347.361	1358.011	1368.577
31	1526.121	1274.781	1293.083	1313.595	1346.594	1369.365	1380.44	1319.22	1357.791	1334.349	1381.002	1408.127	1402.255	1278.01	1279.458	1425.245	1346.3	1367.2	1395.912	1344.126	1447.601	1478.563	1583.802	1660.172	1745.331	1865.355	2442.676	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2442.676	1865.355	1745.331	1660.172	1583.802	1478.563	1447.601	1344.126	1395.912	1367.2	1346.3	1425.245	1279.458	1278.01	1402.255	1408.127	1381.002	1334.349	1357.791	1319.22	1380.44	1369.365	1346.594	1313.595
32	1871.993	1334.357	1330.604	1305.24	1297.479	1295.657	1301.337	1359.594	1381.811	1338.439	1376.91	1349.2	1339.392	1262.303	1316.819	1259.185	1375.12	1351.904	1379.682	1458.939	1416.204	1483.153	1659.857	1845.708	1827.887	2106.072	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2106.072	1827.887	1845.708	1659.857	1483.153	1416.204	1458.939	1379.682	1351.904	1375.12	1259.185	1316.819	1262.303	1339.392	1349.2	1376.91	1338.439	1381.811	1359.594	1301.337	1295.657	1297.479	1305.24
